Month,Year,Type,Country,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
Apr,2006,Unprovoked,USA,"Daytona Beach, Volusia County",Standing,F,13,3 tiny punctures & small lacerations on right ankle,N,15h00,
Apr,2006,Provoked,USA,"Port of the Islands, Collier County",Fishing,M,35,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,N,Afternoon,Bull shark
Apr,2006,Unprovoked,Australia,Newcastle Beach,Surfing,M,15,Minor laceration to left foot,N,13h30,Whaler shark
Apr,2006,Unprovoked,South Africa,St. Francis Bay,Body boarding,M,15,Leg bitten,N,17h30,Raggedtooth shark
Apr,2006,Unprovoked,Brazil,Piedade,Swimming,M,35,Left leg bitten,N,Afternoon,Tiger shark
Apr,2006,Unprovoked,USA,"Marco Island, Collier County",Wading,M,11,Minor injury to right hand & thigh,N,12h30,
Mar,2006,Unprovoked,USA,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,28,5 puncture wounds in left calf,N,11h30,Tiger shark
Mar,2006,Unprovoked,Fiji,Sigatoka,Surfing,M,21,Lacerations to right hand,N,18h00,Tiger shark
Mar,2006,Unprovoked,Australia,"Bondi, Sydney",Surfing,M,15,"No injury, shark nudged surfboard",N,17h00,Whaler shark
Feb,2006,Unprovoked,USA,"Makena, Maui",Standing,F,15,Deep laceration to right calf,N,16h30,
Feb,2006,,USA,"Makena, Maui",Free diving,M,45,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,,Late afternoon,
Feb,2006,Unprovoked,Australia,"Golden Beach, Caloundra",Wading,M,18,Lacerations to foot,N,11h00,
Feb,2006,,Australia,"Brighton Beach, Adelaide",Fishing,M,,No injury to occupants; shark nudged the 5.3 m boat,N,12h00,White shark
Feb,2006,Unprovoked,South Africa,"Nahoon, East London",Surfing,M,15,2 bite marks on right calf,N,Late afternoon,Raggedtooth shark
Feb,2006,Unprovoked,Tonga,Tuanuku,Swimming,F,24,Severe bite to right leg FATAL,Y,18h00,Tiger shark
Feb,2006,,USA,"Off Pu'u Ola'l, Makena, Maui",Kayaking,M,57,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,N,Afternoon,
Jan,2006,Unprovoked,South Africa,Coffee Bay,Spearfishing,M,34,Right arm  bitten,N,14h00,
Jan,2006,Unprovoked,Australia,"Off City Beach, Perth",Scuba diving,M,52,Lacerations to left elbow,N,11h00,White shark
Jan,2006,Unprovoked,Australia,"Amity Point, North Stradbroke Island",Swimming,F,21,FATAL,Y,17h15,Bull shark
Jan,2006,Unprovoked,USA,"Round Island Park, Indian River County",Surfing,M,21,3 puncture wounds in right wrist & hand,N,16h45,
Jan,2006,Unprovoked,South Africa,Soetwater,Diving for crayfish,M,49,Lacerations to little finger,N,,
Dec,2005,Unprovoked,USA,"Tillamook Head, Clatsop County",Surfing,M,30,Lacerations to ankle & calf,N,12h00,White shark
Dec,2005,Unprovoked,USA,"Keawakapu Beach, Maui",Swimming,M,29,Left hand bitten,N,11h45,Tiger shark
Dec,2005,Unprovoked,Australia,St. Crispin Reef,Spearfishing,M,44,Right forearm & elbow bitten,N,11h00,Reef shark
Nov,2005,Unprovoked,USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,23,Right thumb & palm lacerated,N,13h00,
Nov,2005,Unprovoked,Australia,Flinders,Surfing,M,18,"2 lacerations on leg, each 4"" to 5"" long",N,18h00,
Nov,2005,Unprovoked,South Africa,"Nahoon, East London",Surfing,M,26,"Cut on finger, board bitten",N,11h30,
Nov,2005,Unprovoked,USA,"Jensen Beach, Martin County ",Surfing,M,30,Left foot bitten,N,Afternoon,
Nov,2005,Unprovoked,USA,"New Smyrna  Beach, Volusia County",Surfing,M,17,Lacerations to right thigh,N,14h30,
Nov,2005,Provoked,South Africa,Aston Bay,Fishing for sharks,M,32,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,N,14h00,Raggedtooth shark
Nov,2005,Unprovoked,USA,"New Smyrna  Beach, Volusia County",Surfing,M,18,Puncture wounds to right foot,N,13h00,
Nov,2005,Unprovoked,USA,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,25,"No injury, board bitten",N,16h45,
Nov,2005,Unprovoked,USA,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,26,"No injury, board bumped",N,07h15,White shark
Oct,2005,Unprovoked,USA,"Ponce de Leon Inlet, Volusia County ",Wading,M,15,Puncture wounds to foot,N,,
Oct,2005,Unprovoked,St. Maartin,Sunterra Beach,Standing,M,55,Lower right leg lacerated,N,08h00,
Oct,2005,Unprovoked,South Africa,Uilenkraalsmond (near Gansbaai),Standing / Surfing,M,20,Right foot bitten,N,Morning,
Oct,2005,Unprovoked,USA,"Klamath River mouth, Del Norte County",Surfing,M,36,No injury,N,11h00,White shark
Oct,2005,Unprovoked,USA,"Salmon Beach, Sonoma County",Surfing,F,20,Leg bitten,N,10h30,White shark
Oct,2005,Provoked,USA,"Ponce Inlet, Volusia County",Wading,M,15,Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,N,17h55,
Oct,2005,Unprovoked,USA,"Honokowai, Maui",Surfing,M,22,"No injury, surfboard bitten",N,18h00,Tiger shark
Oct,2005,Unprovoked,Grand Cayman,Jack McKenney's Canyon,Scuba diving,F,57,No injury ,N,15h00,Reef shark
Oct,2005,Unprovoked,USA,"Ponce Inlet, Volusia County",Treading water/ Surfing,M,48,Five 1-inch lacerations to left foot,N,16h05,
Oct,2005,Unprovoked,South Africa,"Sunny Cove, Fish Hoek",Surf-skiing,M,52,"No injury, shark bit ski",N,15h00,White shark
Sep,2005,Unprovoked,Australia,Arakoon's Little Bay,Surfing,M,28,"No injury, knocked off board",N,,Tiger shark
Sep,2005,Unprovoked,Australia,Kangaroo Island,Surfing,M,26,Lacerations to legs,N,12h05,White shark
Sep,2005,Unprovoked,Australia,"Scarborough Beach, Perth",Surfing,M,44, No injury,N,Morning,Whaler shark
Sep,2005,Unprovoked,USA,"Myrtle Beach, Horry County",Body surfing,F,68,"Injuries to fingers, calf  & heel",N,16h30,
Sep,2005,Unprovoked,USA,Folly Beach,Surfing,M,18,FATAL,Y,14h00,
Sep,2005,Unprovoked,Australia,"Park Beach, Coff's Harbour",Standing,M,15,Left foot & ankle lacerated,N,Dusk,
Sep,2005,Unprovoked,USA,"North Topsail Beach, Onslow County",Wading,F,18,Calf severely lacerated,N,15h20,Bull shark
Sep,2005,Unprovoked,Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,40,Lacerations to right arm & thigh,N,15h00,White shark
Sep,2005,Unprovoked,USA,"Ponce Inlet, Volusia County",Standing / Surfing,M,62,Right foot bitten,N,11h10,
Sep,2005,Provoked,Thailand,On deck of fishing trawler 100 nautical miles offshore,Removing shark from net,M,21,FATAL PROVOKED INCIDENT,Y,,
Aug,2005,Unprovoked,Australia,Glenelg ,Scuba diving,M,23,FATAL,Y,16h10,White shark
Aug,2005,Unprovoked,USA,"Scripps, LaJolla, San Diego County",Surfing,M,37,Lower right leg lacerated,N,11h00,White shark
Aug,2005,,USA,"6th Avenue North, Myrtle Beach, Horry County","Boogie boarding, kicked at object in the water",M,17,"Laceration to knee, possibly by a  small blacktip shark",,Afternoon,
Aug,2005,Unprovoked,USA,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,8,Bitten underneath left arm,N,Morning,Sandbar shark
Aug,2005,Unprovoked,USA,Crystal Beach (east of Galveston),Walking,M,12,Left foot bitten,N,20h00,
Aug,2005,Unprovoked,USA,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,16,Laceration on right wrist & crescent of puncture wounds on  forearm ,N,11h30,
Aug,2005,Unprovoked,USA,"Isle of Palms, Charleston County",Swimming,M,14,Puncture wounds on left foot ,N,09h45,
Jul,2005,Unprovoked,USA,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,F,13,Laceration on the back of left hand & toothmarks on wrist,N,18h00,
Jul,2005,Unprovoked,USA,"Ormond Beach, Volusia County",Surfing,M,61,"Right foot: Toes and back of foot, minor injury",N,11h30,
Jul,2005,,USA,"Quarter mile south of Ponce de Leon Inlet, Volusia County",Surfing,M,25,"Straight 2.5"" laceration on top of left ankle",,11h15,
Jul,2005,Provoked,China,"Ocean World, Changfeng Park",Scuba diving in aquarium tank,M,24,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N,,
Jul,2005,Unprovoked,USA,"Holden Beach, Brunswick County",Swimming,M,22,Lacerations of left forearm,N,16h40,
Jul,2005,Unprovoked,USA,"Port Bolivar, Galveston County",Holding onto an inflatable boat,F,14,Left foot bitten,N,13h00,
Jul,2005,Unprovoked,USA,"Boca Grande, Lee County",Standing,M,19,Ankle bitten,N,11h30,
Jun,2005,Unprovoked,USA,"Cape San Blas, Gulf County",Fishing,M,16,"Leg severely bitten, surgically amputated",N,11h30,Bull shark
Jun,2005,Unprovoked,USA,"Destin, Walton County",Swimming with boogie board,F,14,"FATAL, leg bitten",Y,11h15,Bull shark
Jun,2005,Unprovoked,Vanuatu,Atchin Island off Malakula,Swimming,F,7,FATAL,Y,Afternoon,Same shark
Jun,2005,,USA,Maui,Swimming,M,49,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",,08h00,
Jun,2005,Unprovoked,USA,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Swimming,M,20,Foot bitten,N,Afternoon,
Jun,2005,Unprovoked,South Korea,Dando/Kaeui Island ,Diving,F,38,Knee bitten,N,,White shark
Jun,2005,Unprovoked,USA,"Kiawah Island, Charleston County",Boogie boarding,F,11,Foot lacerated,N,11h30 ,
Jun,2005,,USA,"Surf City, Long Beach Island, Ocean County",Surfing,M,17,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,,11h00,White shark
Jun,2005,Unprovoked,South Africa,Miller's Point,Spearfishing (Free diving),M,22,FATAL,Y,15h45,White shark
Jun,2005,Unprovoked,USA,"Mustang Island, Corpus Christi",Wading,M,6,Two 2-inch lacerations on right foot,N,Morning,
May,2005,Unprovoked,USA,Daytona Beach Shores,Swimming,M,33,Left foot bitten,N,17h30,Small shark
May,2005,Unprovoked,USA,"Sand Key Beach, Clearwater, Pinellas County",Crouching in 2' of water,F,,Right arm & torso bitten,N,18h30,
May,2005,Unprovoked,South Africa,Kei River Mouth,Surfing,M,32,Left buttock  & legs lacerated ,N,11h00,Raggedtooth shark
May,2005,Unprovoked,USA,"Noreiga's, Maui",Surfing,M,47,"No injury, board damaged",N,10h30,Tiger shark
Apr,2005,Provoked,Australia,Bermagui,Fishing,M,25,Laceration on left thigh PROVOKED INCIDENT,N,23h00,Mako shark
Apr,2005,Unprovoked,Australia,Bremer Island,Spearfishing,M,20,Minor cuts above his right eye,N,,Copper shark
Apr,2005,Unprovoked,Australia,Bronte Beach,Surfing,M,40,"No injury, board bitten",N,06h10,Whaler shark
Apr,2005,Unprovoked,USA,"Crescent Beach, Sarasota County",Wading,F,70,Right lower leg bitten,N,,Blacktip shark
Apr,2005,Unprovoked,USA,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,M,37,Left foot bitten ,N,19h00,
Mar,2005,Unprovoked,South Africa,Noordhoek,Surfing,M,32,"Lacerations to right calf, puncture wounds on right foot",N,09h45,
Mar,2005,Unprovoked,Australia,"Wreck Point, Abrolhos Islands",Snorkeling,M,26,FATAL,Y,14h00,White shark
Mar,2005,Provoked,USA,"Albuquerue Aquarium, Albuquerue",Diving in aquarium display tank,M,45,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,N,15h30,Sandtiger shark
Mar,2005,Provoked,New Zealand,"Waiapu River mouth , East Cape",Fishing,M,,"No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT",N,14h00,Whaler shark
Feb,2005,Unprovoked,Australia,Brisbane River,Swimming,M,18,Finger bitten,N,,Bull shark
Feb,2005,Unprovoked,USA,"Rocky Point, north shore of O'ahu",Surfing,M,,"No injury, knocked off board, shark bit board",N,14h30,Tiger shark
Jan,2005,Unprovoked,Cuba,Uvero,Swimming,M,19,Left foot severed,N,,
Jan,2005,,New Zealand,Taupiri Bay,Fishing from a kayak,M,39,"No injury, kayak bumped repeatedly",N,12h00,White shark
Dec,2004,Unprovoked,Australia,"West Beach, Adelaide",Scurfing (surfboard being  towed behind a boat),M,18,FATAL,Y,15h15,White shark
Dec,2004,Unprovoked,Australia,Opal Reef,Spearfishing,M,38,"FATAL, leg bitten",Y,13h00,Bull shark
Nov,2004,Unprovoked,South Africa,"Nahoon, East London",Surfing,M,20,3 lacerations on foot,N,18h00,Raggedtooth shark
Nov,2004,Unprovoked,South Africa,Gonubie,Playing,M,16,Lacerations on lower leg & foot,N,,Raggedtooth shark
Nov,2004,Unprovoked,South Africa,"Fish Hoek, False Bay",Swimming,F,77,FATAL,Y,07h00,White shark
Nov,2004,Unprovoked,USA,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,lli,38,"Lacerations to hand, knee & thigh ",N,13h30,White shark
Nov,2004,Unprovoked,Vanuatu,Malakula (Malakula Island),Snorkeling,M,30,Thigh bitten,N,09h00,
Oct,2004,Unprovoked,Cuba,Santa Lucia,Diving,M,40,Left forearm bitten,N,14h00,Bull shark
Oct,2004,Unprovoked,South Africa,Gansbaai,Chumming for white sharks,M,52,Right ankle & foot lacerated,N,Morning,White shark
Oct,2004,Unprovoked,Australia,Stockton Beach,Surfing,M,59,Right foot lacerated,N,Afternoon,Whaler shark
Oct,2004,Unprovoked,USA,"Limantour Beach, Point Reyes National Seashore",Surfing,M,,Lower leg bitten,N,09h30,White shark
Oct,2004,Unprovoked,USA,Moloka'i,Spearfishing,M,34,Left shoulder bitten,N,12h40,Tiger shark
Oct,2004,Unprovoked,South Africa,Jeffreys Bay,Surfing,M,34,Puncture wounds on right foot,N,Morning,Raggedtooth shark
Oct,2004,Unprovoked,Reunion,"P' tit Paris, Saint-Pierre",Body boarding,M,15,"Leg severely bitten, surgically amputated",N,16h15,Tiger shark
Oct,2004,Unprovoked,USA,"Pismo Beach, San Luis Obispo County",Surfing,M,16,"No injury, knocked off surfboard",N,15h30,
Oct,2004,Unprovoked,USA,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing,M,40,"No injury, shark struck board & spun it around",N,14h00,
Sep,2004,Unprovoked,USA,Gold  Beach,Surfing,M,26,Leg bitten,N,09h00,White shark
Sep,2004,Unprovoked,USA,"North of Apache Pier, Myrtle Beach, Horry County",Jumping,F,17,Left knee & leg bitten,N,15h40,
Aug,2004,Unprovoked,USA,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",Walking,F,38,Heel bitten,N,17h30,
Aug,2004,Unprovoked,Brazil,"Boa Viagem Beach, Recife",Bathing,M,24,Calf bitten & both hands injured,N,13h00,Tiger shark
Aug,2004,Unprovoked,USA,"204s, San Clemente, Orange County",Surfing,M,,Foot bitten,N,17h30,White shark
Aug,2004,Unprovoked,USA,"Kibesillah, Mendocino County",Diving,M,50,FATAL,Y,16h00,White shark
Aug,2004,Unprovoked,USA,"Big Bayou, St. Petersburg, Pinellas County ",Swimming,M,47,"Back, buttocks, left hand & left side of face bitten",N,20h30,
Aug,2004,Unprovoked,Australia,Byron Bay,Spearfishing,M,30,Minor puncture wounds to leg,N,14h00,
Jul,2004,Unprovoked,USA,"Cocoa  Beach, Brevard County",Surfing,F,20,Right foot bitten,N,13h00,
Jul,2004,Unprovoked,USA,"Rodanthe, Dare County",Surfing,F,28,Right calf bitten,N,17h30,
Jul,2004,Unprovoked,USA,"Carolina Beach, New Hanover County",Swimming,F,13,Right forearm & wrist lacerated,N,17h00,
Jul,2004,Unprovoked,USA,Galveston Island,Swimming,F,19,Right foot bitten,N,16h30,
Jul,2004,Unprovoked,USA,"Bryan Beach, Brazoria County",Wading / fishing & carrying a bag of fish,M,11,Right forearm nearly severed and bites above & below the right knee,N,19h30,Bull shark
Jul,2004,Unprovoked,Japan,Susami,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,51,Suffered broken ribs when the shark's tail fin slammed into his chest,N,,Mako shark
Jul,2004,Unprovoked,Australia,"Lefthanders Beach, Margaret River",Surfing,M,30,"FATAL, abdomen, pelvis & leg bitten      ",Y,14h10,
Jul,2004,Unprovoked,Egypt,The lagoon at Dahab,Snorkeling,F,,Hand severed,N,,
Jul,2004,Unprovoked,USA,"Gulf Shores Beach, Baldwin County",Wading,M,7,Right foot lacerated,N,16h40,
Jun,2004,Unprovoked,USA,"San Onofre State Beach, San Diego County",Surfing,M,45,"No injury, shark struck his board",N,09h00,White shark
Jun,2004,Unprovoked,Australia,Bunbury,Body boarding,M,17,Ankle & foot lacerated,N,Late afternoon,Whaler shark
Jun,2004,Unprovoked,USA,"Daytona Beach Shores, Volusia County",Swimming,M,8,Right wrist  & left arm lacerated,N,18h00,
Jun,2004,Unprovoked,South Africa,Dyer Island,"Swimming, poaching perlemoen",M,21,"FATAL, leg severed ",Y,15h00,White shark
May,2004,Unprovoked,USA,"Pirate's Beach, Galveston Island",Wading,M,16,Puncture wounds on shin,N,19h45,
May,2004,Unprovoked,Brazil,Piedade Beach,Swimming,M,17,"Left hand, foot severed &  left calf & arm bitten",N,14h30,Bull shark
May,2004,Unprovoked,USA,"Salmon Creek, Sonoma County",Surfing,M,44,No injury,N,11h00,
May,2004,Unprovoked,USA,"St. Augustine, St. John's County",Boogie-boarding / swimming,M,9,Calf & foot lacerated,N,12h30,
May,2004,Unprovoked,Brazil,"Piedade Beach, Recife",Wading,F,24,Hips & thighs bitten,N,16h00,
May,2004,Provoked,Bahamas,Green Turtle Cay,Free diving & spearfishing,M,63,Left forearm bitten PROVOKED INCIDENT,N,15h00,Reef shark
May,2004,Unprovoked,USA,Channel between South Padre Island & Padre Island National Seashore,Tandem surfing,M,28,"No injury, board bitten",N,16h30,Mako shark
May,2004,Unprovoked,Brazil,Piedade ,Swimming,M,22,FATAL,Y,Afternoon,
Apr,2004,Unprovoked,Australia,"Latitude Reef, near Forster",Diving,M,,Puncture wounds on wrist,N,Morning,Wobbegong shark
Apr,2004,Unprovoked,USA,"Kahana Beach, Maui",Surfing,M,57,FATAL Severe wound to right thigh & calf,Y,07h08,Tiger shark
Apr,2004,Unprovoked,South Africa,"Surfers' Corner, Muizenberg, False Bay",Surfing,M,16,"Left leg lacerated, right leg severed above the knee ",N,14h00,White shark
Mar,2004,Unprovoked,USA,"Stuart Rocks, Martin County",Surfing,M,20,15 puncture wounds on foot,N,09h00,Bull shark
Mar,2004,Unprovoked,Brazil,Piedade Beach,Body boarding,M,22,"Lower left leg bitten, surgically amputated",N,07h30,Bull shark
Mar,2004,Unprovoked,USA,"Pelican Beach Park, Satellite Beach, Brevard County",Surfing,M,,Heel bitten,N,15h00,Bull shark
Mar,2004,Unprovoked,Reunion,Spot de la gare,Surfing,M,20,Right thigh bitten,N,17h00 or 17h40,
Mar,2004,Unprovoked,USA,"Sanibel Island, Lee County",Swimming,M,61,Minor lacerations & abrasions on forearm,N,08h30,
Mar,2004,Unprovoked,USA,Punaluu,Snorkeling,F,,Lacerations to left foot,N,10h00,
Mar,2004,Unprovoked,New Zealand,Te Arai Point,Spearfishing,M,,No injury,N,12h30,Whaler shark
Mar,2004,Unprovoked,USA,"Kalihiwai Beach, Kauai",Surfing,M,51,"No injury, board bitten",N,07h45,Tiger shark
Mar,2004,Unprovoked,Australia,5 nm off Cervantes,Spearfishing,M,47,Shin & calf bitten,N,,Whaler shark
Feb,2004,Unprovoked,Brazil,"Piedade Beach, Recife",Swimming,M,29,"FATAL, right thigh & hip bitten   ",Y,15h00,
Feb,2004,Unprovoked,New Zealand,South Beach,Surfing,M,15,Thigh lacerated,N,19h00,
Feb,2004,,Australia,"Fido's Reef, 300 m east of Cook Island. Cook Island is 2 miles from Tweed Heads, Gold Coast",Free diving & spearfishing,M,31,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",,11h00,
Feb,2004,Unprovoked,Australia,Caves Beach,Snorkeling,M,22,Leg bitten,N,,Brown shark
Jan,2004,Unprovoked,Australia,Binningup,Scuba diving,M,46,Left leg bitten,N,11h05,White shark
Jan,2004,Unprovoked,Uruguay,Ensenada de la Coronilla,Surfing,M,21,Puncture wounds to dorsum of right foot,N,,Sandtiger shark
Jan,2004,Unprovoked,Venezuela,"Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach",Swimming,M,,Lower back & hand bitten,N,14h30,Bull shark
Jan,2004,Unprovoked,Venezuela,"Santa Cruz Beach, Mochima National Park, 250 km from Caracas",Spearfishing,M,40,Right leg bitten,N,11h00,Bull shark
Jan,2004,Unprovoked,Australia,Bushrangers Pass at Bass Point,Diving,M,,"No injury, swim fin ripped off",N,Midday,Raggedtooth shark
Jan,2004,Unprovoked,South Africa,"West Beach, Port Alfred",Surfing,M,22,Foot lacerated,N,,Raggedtooth shark
Dec,2003,Unprovoked,USA,"Melbourne Beach, Brevard County",Swimming,M,13,Foot bitten,N,13h15,
Dec,2003,Unprovoked,New Zealand,Pukapuka Northern Group,Swimming / shipwreck,M,45,FATAL,Y,Night,
Dec,2003,Unprovoked,Australia,Collendina Beach east of Ocean Grove,Surfing amid a shoal of sharks,M,36,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",N,09h30,
Nov,2003,Unprovoked,Australia,Perth? (Margaret River District),Swimming,M,,"After biting Halverson, it bit Scott's thigh",N,11h30,Wobbegong shark
Nov,2003,Unprovoked,Australia,Perth? (Margaret River District),Swimming,M,,Hand & foot bitten,N,11h30,Wobbegong shark
Nov,2003,Unprovoked,South Africa,Sodwana,Spearfishing,M,21,"Presumed FATAL, severed hand recovered",Y,>08h00,Tiger shark
Nov,2003,Unprovoked,USA,"Daytona Beach, Volusia County",Surfing,F,35,Severe abrasion to left lateral calf,N,15h30,
