Month,Year,Type,Country,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
Jun,1960,Provoked,USA,"Little River Beach, Horry County",Surf fishing,M,,"Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT",N,14h00,
Jun,1960,Provoked,North Sea,"On board  East German fishing trawler, I Mai",Fishing,M,18,Right arm bitten by shark taken onboard in net PROVOKED INCIDENT,N,,Small shark
Jun,1960,Unprovoked,USA,"2 miles east of Dania Beach, Broward County",Scuba diving,M,39,"No injury, shark harrassed diver & attempted to bite his swimfins",N,11h00,Mako shark
Jun,1960,Unprovoked,USA,"North picnic area, Jekyll Island, Glynn County",Swimming,M,24,Lower left leg & foot bitten,N,15h45,
May,1960,Unprovoked,Panama,Off Diable Island,"Spearfishing, free diving, possibly ascended into path of cruising shark",M,27,Face lacerated,N,08h30,
May,1960,Unprovoked,Bermuda,Elbow Beach /  Coral Beach,Free diving but treading water at surface,M,25,Foot bitten,N,15h00,Dusky shark
May,1960,Unprovoked,USA,"Aptos, Santa Cruz County",Swimming ,F,16,"Left leg bitten, surgically amputated below the knee",N,13h00,White shark
Apr,1960,Unprovoked,South Africa,Amanzimtoti,Treading water,M,16,Multiple major injuries,N,15h35,White shark
Apr,1960,Unprovoked,USA,"Tomales Point, Marin County",Skindiving for abalone (but at surface),M,48,Foot & swim fin bitten ,N,14h00,White shark
Apr,1960,,Bermuda,Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Floating on a raft,M,21,"No injury, 5 sharks bumped raft",,09h00 - 09h30,
Apr,1960,Unprovoked,Australia,"Horseshoe Bay, near Kempsey",Surfing,M,17,Right arm & side bruised,N,Late afternoon,White shark
Apr,1960,Unprovoked,Australia,Off Broughton Island near Port Stephens,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,,Minor injuries to hand,N,12h00,Whaler shark
Mar,1960,Unprovoked,USA,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",Treading water,M,42,"Ankle bitten, hand injured while striking shark",N,12h00,Larger shark
Mar,1960,Unprovoked,Guam,,"Spearfishing, carrying fish on belt",M,44,Thigh bitten,N,12h00,
Feb,1960,Unprovoked,Australia,Ralph Bay,"Wading, fishing for flounder",M,30,"No injury, Robertson knocked over & Hasler brushed by a shark",N,Night,
Feb,1960,Unprovoked,New Zealand,"Mangawhai, near Wellsford",Spearfishing,M,22,"No injury, leg bumped by shark's tail",N,,Whaler shark
Feb,1960,,USA,"Between Keawakapu & Makena, Maui",Spearfishing,M,36,Left forearm lacerated,,08h00,
Feb,1960,Unprovoked,Papua New Guinea,"Tupuselei Village, about 40 miles east of Port Moresby",Spearfishing,M,26,"FATAL, legs bitten ",Y,,Tiger shark
Feb,1960,Provoked,Australia,Wattamolla National Park,Spearfishing,M,20,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",N,,Nurse shark
Jan,1960,Unprovoked,Australia,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",Free diving,M,13,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Y,15h30,Bull shark
Jan,1960,Provoked,Australia,Geraldton,"Fishing, lifting shark out of craypot",M,,Upper leg bitten PROVOKED INCIDENT,N,P.M.,Wobbegong shark
Dec,1959,,Australia,"Leichardt, Sydney",Fishing,,50,No injury to occupants,N,Late night,
Dec,1959,Unprovoked,Australia,"Off Wynnum in Moreton Bay, near Brisbane",Dived from dinghy to retrieve oar in heavy seas,M,29,FATAL,Y,06h00,
Dec,1959,Provoked,Australia,"Altona, Melbourne","Spearfishing, Smith  & Walker touched shark with tip of their guns",M,17,"Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT",N,,
Dec,1959,,New Zealand,Moko Hinau ,Fishing for snapper,M,,"No injury to occupant, shark sank dinghy",N,14h00,Mako shark
Nov,1959,Unprovoked,Australia,"Fairhaven Beach, Lorne",Body surfing,M,19,"Thighs bitten, right hand lacerated",N,14h45,
Nov,1959,Unprovoked,Australia,"North Burleigh, near Brisbane",Standing in chest-deep water,M,17,Right foot lacerated,N,07h30,Small shark
Nov,1959,Unprovoked,Australia,"Surfer's Paradise, Northcliffe",Trailing the field in a surf race,M,19,"Lower left leg bittten, hand abraded",N,11h00,
Nov,1959,Unprovoked,USA,"Near Paradise Cove, Malibu, Los Angeles County",Swimming at surface through school of feeding 2.5' to 5 sharks,M,21,Forearm bitten,N,10h30 or 13h30,Blue shark
Oct,1959,Unprovoked,USA,"Bodega Rock, Sonoma County",Diving for abalone,M,30,"Ankle twisted, swim fin bitten",N,15h15,White shark
Sep,1959,Unprovoked,USA,"Off Port Everglades, Broward County","Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",N,17h00,Hammerhead shark
Aug,1959,,Philippines,Cabuli Island,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,10,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",,04h00,
Aug,1959,Unprovoked,USA,"Panama City, Bay County",Spearfishing on Scuba,M,26,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",Y,,
Aug,1959,Provoked,USA,"LaJolla, San Diego County","Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ides speargun & he shot it in the mouth",M,32,"No injury, PROVOKED INCIDENT",N,,Hammerhead shark
Aug,1959,Unprovoked,Japan,"Isonoura Beach, Wakayama City ",Swimming,M,13,"FATAL, left thigh bitten",Y,14h30,Blue shark
Aug,1959,Unprovoked,USA,"Savannah Beach, Savannah, Chatham County",Standing,F,15,"4"" cut on left foot ",N,18h00,
Jul,1959,Unprovoked,USA,"Alligator Head, La Jolla, San Diego County",Spearfishing (but on surface),M,25,"14 punctures on right thigh, swim trunks torn",N,19h30,Hammerhead shark
Jul,1959,Unprovoked,Japan,Ushimado,,M,22,"FATAL, right thigh bitten  ",Y,13h00,Blue shark
Jul,1959,Provoked,USA,"Delray Beach, Palm Beach County",Free diving,M,13,Arm bitten when he grabbed sharks tail  PROVOKED INCIDENT,N,,Nurse shark
Jun,1959,Unprovoked,USA,"La Jolla, San Diego County",Free diving for abalone,M,33,"FATAL, body not recovered",Y,17h10,White shark
May,1959,Provoked,South Africa,"Bird Island, Algoa Bay",Spearfishing,M,23,"No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT",N,,White shark
May,1959,Unprovoked,USA,"Baker Beach, San Francisco County",Treading water,M,18,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",Y,17h30,White shark
May,1959,Unprovoked,USA,"Panama City, Bay County",Spearfishing,M,19,Lacerated hip & hands,N,10h00,Tiger shark
Apr,1959,Unprovoked,Australia,"Coconut Island , 100 miles east of Thursday Island",Diving for pearl shell,M,43,Left hand lacerated when he tried to ward off shark,N,,Tiger shark
Mar,1959,Unprovoked,USA,"Vaca Cut Channel & bridge under Marathon, Monroe County",Swimming,M,13,"Bumped, then knee bitten",N,14h30,
Feb,1959,Unprovoked,Solomon Islands,"Trenchs Beach, Guadalcanal Island",Bathing with sister,M,15,"FATAL, body not recovered",Y,17h00,
Feb,1959,Unprovoked,South Africa,Port Shepstone,Treading water,M,14,Leg severed below knee,N,14h45,
Jan,1959,Unprovoked,Australia,South Perth,Working prawn net,M,20,Sharks tail grazed his shin,N,Night,Nurse shark
Jan,1959,Unprovoked,Ecuador,Crewing on  the tuna clipper Mary Barbara,Washed overboard into school of fish,M,57,Right leg & left foot lacerated,N,,
Jan,1959,Unprovoked,Australia,Safety Cove,In deep water about 100 yards from his ship,M,22,FATAL,Y,16h30,
Jan,1959,Unprovoked,Australia,Alexandra Headland near Mooloolaba,"Surfing, but treading water",M,17,Right foot & toe bitten,N,09h30,
Jan,1959,Unprovoked,South Africa,Melkbaai,Swimming,M,18,Thigh & both wrists lacerated,N,16h15,White shark
Jan,1959,Unprovoked,Mozambique,Off Inhaca Island,Swimming ashore from fishing boat swamped and sunk by a squall,M,33,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",Y,08h00,
Dec,1958,Unprovoked,USA,"Near Twin Islands off Lanikai, O'ahu (east coast)",Surfing on air mattress,M,15,"FATAL, leg severed  ",Y,13h00,Tiger shark
Dec,1958,Unprovoked,American Samoa,Van Camp wharf,Cleaning hull of ship ,M,22,"FATAL, left thigh & hip bitten  ",Y,11h00,Tiger shark
Nov,1958,Unprovoked,Australia,Surfer's Paradise,Swimming,M,21,FATAL,Y,15h15,
Sep,1958,Unprovoked,Andaman / Nicobar Islandas,,"""Climbing up to ship after repairing the stern in water""",M,32,"FATAL, leg bitten ",Y,14h00,Blue shark
Sep,1958,Unprovoked,Bahamas,off yacht Serenade,Fishing,M,42,Right forearm lacerated,N,Morning,
Aug,1958,Unprovoked,Croatia,Mo?eni?ka Draga,Swimming,F,,Leg injured,N,18h00,
Jul,1958,Unprovoked,USA,"9 miles north of Turtle Beach, Siesta Key, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,12,3 lacerations on leg,N,16h10,Tiger shark
Jul,1958,Unprovoked,USA,"Longboat Key, Sarasota, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,8,"Left hand and  leg bitten, leg surgically amputated below hip",N,16h10,Tiger shark
Jul,1958,Unprovoked,Kenya,Port Kilindeni / Mombasa Harbor,Swimming,M,21,"FATAL, leg severed ",Y,P.M.,
Jul,1958,Unprovoked,Pacific Ocean,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,,FATAL,Y,10h45,
Jul,1958,Unprovoked,Pacific Ocean,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,Left shoulder bitten ,N,10h25,
Jul,1958,Provoked,USA,"Siesta Key, Sarasota County",Free diving,M,20,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",N,14h30,Nurse shark
Jun,1958,Provoked,USA,"Sanibel Island, Lee County",Wading,M,59,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,N,17h30,Nurse shark
Jun,1958,Unprovoked,USA,"Turtle Beach, Siesta Key, Sarasota County",Walking,M,17,Lower left leg & foot bitten,N,17h10,Tiger shark
Apr,1958,Provoked,USA,1 mile off Miami Beach,Free diving,M,29,"Grabbed sharks tail, shark bit his thigh PROVOKED INCIDENT",N,,Nurse shark
Apr,1958,Unprovoked,Taiwan,Off Cape of Pi-tou,Diving,M,29,Right cheek bitten,N,17h00,Mako shark
Apr,1958,Unprovoked,South Africa,Uvongo,Paddling in knee-deep water,F,28,FATAL,Y,11h10,
Apr,1958,Unprovoked,South Africa,Port Edward,Swimming with goggles,M,29,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,13h30,
Feb,1958,Provoked,USA,Water Island,Spearfishing on Scuba,M,18,Chest bitten by speared shark PROVOKED INCIDENT,N,,Nurse shark
Jan,1958,Unprovoked,Australia,Brunswick Heads,Body surfing,M,14,"Laceration to left ankle, heel and little toe",N,16h30,
Jan,1958,Unprovoked,South Africa,Scotburgh,Swimming,M,,FATAL,Y,07h30,White shark
Dec,1957,Unprovoked,South Africa,Margate,Standing,F,14,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,12h40,
Dec,1957,Unprovoked,South Africa,"Splash Rock, Port Edward",Skindiving,M,20,Lacerations on head & neck,N,10h30,
Dec,1957,Unprovoked,South Africa,Margate,Floating,M,23,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,16h23,
Dec,1957,Unprovoked,South Africa,Uvongo,Standing,M,15,"FATAL, multiple, severe injuries  ",Y,16h00,
Dec,1957,Unprovoked,South Africa,Karridene,Body surfing,M,16,"Left leg severed at knee, part of left thigh removed",N,17h00,
Jul,1957,Unprovoked,USA,"Salter Path, Atlantic Beach, Carteret County",Swimming,M,57,"FATAL, knee bitten  ",Y,15h15,White shark
Jul,1957,Unprovoked,Australia,Near Thursday Island,Diving for trochus,M,36,Right hand and arm bitten,N,,
May,1957,Unprovoked,Australia,"Tea Gardens, north of Newcastle",Competing in spearfishing championship & towing dead fish,M,28,Thigh bitten & few lacerations on abdomen & buttock,N,12h00,
Apr,1957,Unprovoked,USA,"Atascadero Beach, Morro Bay, San Luis Obispo County",Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,13h30,White shark
Apr,1957,Unprovoked,Australia,"Merewether Beach, Newcastle",Surfing,M,15,Minor injuries,N,,Wobbegong shark
Apr,1957,Provoked,USA,"Ormond Beach, Volusia County",Standing,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,11h00,
Apr,1957,Unprovoked,Australia,"Thursday Island Harbour, Queensland",Swimming between  anchored  pearling luggers,M,22,"Left arm bitten, surgically amputated",N,14h00,
Feb,1957,Unprovoked,USA,"South Beach, Fort Pierce, St Lucie County",Floating,M,,Foot bitten,N,15h30,
Dec,1956,Unprovoked,Papua New Guinea,Samarai Island (south end),Spearfishing,M,19,"FATAL, left leg severed at hip, left torso removed ",Y,13h00,Tiger shark
Dec,1956,Unprovoked,Papua New Guinea,Samarai Island,Spearfishing,M,16,"FATAL, left arm, shoulder & chest bitten ",Y,12h00,
Dec,1956,Provoked,New Zealand,North Auckland,Fishing,M,70,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT,N,,Mako shark
Oct,1956,Unprovoked,South Africa,"Glencairn, False Bay",Free diving for sinkers,M,29,Right heel lacerated & swim fin removed by shark,N,,White shark
Oct,1956,Unprovoked,Senegal,Isle de Gorée,"Skindiving, fish at belt",M,19,Right thigh bitten,N,18h15,Lemon shark
Sep,1956,Unprovoked,USA,"Daytona Beach, Volusia County",Surf fishing,M,27,Posterior left ankle bitten,N,,Sand shark
Aug,1956,Unprovoked,Papua New Guinea,"Paga Point or Fishermans Island, Port Moresby",Fishing ,M,34,"FATAL, tissue removed from abdomen & thigh  ",Y,,
Aug,1956,Unprovoked,USA,"Pismo Beach, San Luis Obispo County",Swimming near pier,M,10,"Lacerated thigh, hand & shoulder",N,16h30,White shark
Aug,1956,Unprovoked,South Africa,"Chain Rocks, Amanzimtoti",Free diving for crayfish,M,23,"No injury, right swim fin bitten",N,Afternoon,
Jul,1956,Provoked,USA,Aquadilla,Floating in inner tube,M,13,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  ,Y,10h30,
Jul,1956,Provoked,USA,"Van Ness Municipal Pier, San Francisco",Fishing,M,38,Finger bitten by hooked shark PROVOKED INCIDENT,N,,
Jul,1956,Unprovoked,Malta,Marsascala,Swimming,M,40,FATAL,Y,,White shark
Jul,1956,Unprovoked,USA,"Miami Beach, Miami-Dade County",Wading,F,38,Lacerations to legs,N,18h00,
Jul,1956,Unprovoked,USA,"Isle of Palms, Charleston County",Swimming,M,7,Arm & leg injured,N,15h00j,
Mar,1956,Unprovoked,Australia,"Portsea Beach, near entrance to Port Phillip Bay","Swimming, attacked at  surf carnival",M,26,FATAL,Y,16h45,Another shark
Feb,1956,Unprovoked,Australia,Pioneer River near Mackay,Diving into water,M,15,"FATAL, large amount of tissue removed from leg, artery severed  ",Y,11h00,
Jan,1956,Unprovoked,Australia,North Bondi,Surf skiing,M,25,"No injury, shark bumped his 17' ski",N,,
Nov,1955,Unprovoked,Papua New Guinea,"Kalautu Village, Baibara at the mouth of Oibada River",Swimming,M,8,Right thigh bitten,N,18h00,Wobbegong shark
Oct,1955,Provoked,Australia,"Tully, North Queensland",Spearfishing & lassoed shark,M,28,Lassoed shark bit his hand PROVOKED INCIDENT,N,,
Aug,1955,Provoked,USA,"Zuma Beach, Santa Monica, Los Angeles County",Surfing,M,25,"Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT",N,,Blue shark
Aug,1955,Unprovoked,Croatia,Opatija,Swimming,F,32,FATAL,Y,,White shark
Aug,1955,Unprovoked,American Samoa,Pago Pago Bay,Swimming,M,28,"FATAL, abdomen bitten  ",Y,A.M.,Blue shark
Jul,1955,Unprovoked,Japan,Usimado-no-Seto,,M,22,FATAL,Y,13h00,Blue shark
Jun,1955,Unprovoked,USA,Occupasstuxet  (Patuxent) Cove,Wading,M,13,Bites on legs & thighs,N,,Sand shark
May,1955,Provoked,USA,"Malibu, Los Angeles County",Spearfishing,M,28,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT,N,,
Mar,1955,Unprovoked,Australia,Wamberal,Body surfing,M,22,FATAL,Y,18h00,
Feb,1955,Unprovoked,USA,"Pacific Grove, Monterey County",Spearfishing,M,19,"Swimfin & 2 wool socks removed by shark, suit torn",N,12h00,White shark
Feb,1955,Unprovoked,Australia,"Sugarloaf Bay, Middle Harbor, Sydney",Swimming,M,25,"FATAL, legs bitten ",Y,14h35,White shark
Jan,1955,Unprovoked,Australia,"Wyargine Point, Edwards Beach, Balmoral Beach, Sydney",Hunting lobsters in 2.4 m of water,M,13,"FATAL, anterior left leg & right calf bitten, no tissue lost  ",Y,14h30,Whaler shark
Dec,1954,Unprovoked,Australia,Point Lonsdale,Swimming,M,23,FATAL,Y,11h00,
Dec,1954,Unprovoked,South Africa,"Rocket Hut Beach, Durban",Swimming,M,16,Shallow lacerations on torso,N,11h00,
Nov,1954,Unprovoked,USA,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),Spearfishing,M,,Shoulder bitten,N,15h00,Reef shark
Oct,1954,Provoked,United Kingdom,Off Fleetwood,Fishing  (trawling),M,62,Arm broken by tail of netted shark PROVOKED INCIDENT,N,,
Sep,1954,Unprovoked,USA,"La Jolla, San Diego County",Swimming,M,35,Minor bruises & abrasions on leg,N,,
Sep,1954,Unprovoked,Australia,"Darnley Island, Torres Strait","Spearfishing, hunting crayfish",M,35,"FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died ",Y,,
Jul,1954,Unprovoked,Bermuda,Elbow Beach,Swimming,M,22,"Left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands",N,,Dusky shark
Jun,1954,Unprovoked,Australia,Fitzroy Island,Pearl diving from lugger Whyalla,M,30,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",N,16h30,
Feb,1954,Unprovoked,Australia,"The Entrance, near Gosford",Swimming,M,23,"FATAL, right thigh bitten ",Y,17h15,
Jan,1954,Unprovoked,Argentina,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires ",Floating,M,18,"Arm & left calf bitten, right leg lacerated",N,13h05,White shark
Jan,1954,Unprovoked,Papua New Guinea,"Singour, 60 miles south of Madang",Crouching in the water,M,26,Back & thighs lacerated,N,Late afternoon,
Dec,1953,Unprovoked,South Africa,"Second Beach, Port St. Johns",Swimming,F,,Left calf lacerated,N,Morning,
Dec,1953,Unprovoked,Australia,Palm Beach,Swimming or wading out  to warn bathers that a shark had been seen,M,16,Bruised shoulder chest & foot,N,12h00,
Sep,1953,Unprovoked,USA,Rockaway Beach,Surf fishing,M,15,Laceration to right lower leg,N,,Sand shark
Jul,1953,Unprovoked,USA,"Maile Beach, O'ahu",Spearfishing,M,15,"FATAL, thigh bitten",Y,09h15,
Apr,1953,Unprovoked,USA,South Padre Island,Swimming,F,19,Lacerations to right foot,N,Afternoon,
Feb,1953,Unprovoked,Australia,Cave at Shell Harbour,Spearfishing,M,25,"Shark tore off face mask, divers face, nose & chin lacerated",N,18h00,Wobbegong shark
Jan,1953,,Australia,Wynyard,Fishing,,,"No injury to occupant, shark charged boat",N,Afternoon,
Dec,1952,Unprovoked,Australia,Cape Douglas,"Fishing, setting nets",M,25,Bitten on thigh and buttocks,N,"""After dark""",
Aug,1952,Provoked,Italy,Riva Trigoso,Fishing,M,17,Bitten by hooked shark                      PROVOKED INCIDENT,N,,
Dec,1952,Unprovoked,USA,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,M,17,"FATAL, leg lacerated  ",Y,14h00,White shark
Dec,1952,Unprovoked,USA,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,40,"FATAL, left arm severed below the elbow ",Y,,
Aug,1952,Provoked,Italy,Giulianova,Fishing,,19,Multiple injuries PROVOKED INCIDENT,Y,02h00,
Jul,1952,Provoked,USA,Seabrook Beach,Fishing,M,,Finger bitten by hooked shark PROVOKED INCIDENT,N,,Small shark
Jul,1952,Provoked,USA,Seabrook Beach,Fishing,M,34,Thumb bitten by hooked shark PROVOKED INCIDENT,N,,Small shark
Jul,1952,Unprovoked,USA,"Mona Island, 40 miles west of the mainland ","Spearfishing, carrying fish on spear",M,,Leg lacerated & bone fractured ,N,11h00,Tiger shark
May,1952,Unprovoked,USA,"Imperial Beach, San Diego County",Swimming on surface,M,,Foot & swimfin bitten,N,10h00 or 14h00,White shark
Dec,1951,Provoked,Australia,North Bondi,Spearfishing,M,18,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,,Wobbegong shark
Dec,1951,Unprovoked,Australia,"Merewether Beach, Newcastle",Treading water,M,21,FATAL,Y,16h00,
Nov,1951,Unprovoked,South Africa,"South Beach, Durban",Swimming,M,23,Thigh bruised & abraded,N,13h00,White shark
Nov,1951,Unprovoked,South Africa,Winkelspruit,Treading water,M,24,"Leg severed below knee, defense wounds on hand",N,17h15,White shark
Oct,1951,Unprovoked,Australia,"Ocean baths, Kissing Point Beach ",Swimming,M,42,"FATAL, leg severed, shark dragged him through hole in protective net",Y,19h10,
Aug,1951,Unprovoked,Greece,Off Royal Residence,Swimming,M,18,Injured but survived,N,,White shark
Aug,1951,Unprovoked,Greece,Off Royal Residence,Swimming,F,16,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Y,,White shark
Jul,1951,Unprovoked,Pacific Ocean,In Los Angeles  Honolulu yacht race,Fell overboard,M,40,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later.",N,Afternoon,
Mar,1951,Provoked,Australia,Avalon,Fell off surf ski,M,23,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,N,Afternoon,Wobbegong shark
Mar,1951,Unprovoked,Australia,Sydney,"Fishing, casting in the surf",M,,Severe lacerations of chest & thigh,N,,
Mar,1951,Unprovoked,South Africa,"South Beach, Durban",Body surfing,M,19,Left foot lacerated,N,12h00,
Feb,1951,Unprovoked,South Africa,Port St. Johns,Body surfing,M,31,"Leg bitten, defense wounds on hands",N,12h15,
Feb,1951,Unprovoked,Australia,Bondi Beach,Swimming,M,14,Leg bitten,N,,
Jan,1951,Unprovoked,South Africa,"Native Beach, Durban",Swimming,M,19,"FATAL, right thigh bitten, leg severed at knee",Y,16h25,
Dec,1950,Unprovoked,Australia,Kirra,Paddling a surfboat,M,19,"No injury, shark bit oar",N,,Nurse shark
Dec,1950,Unprovoked,Australia,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Treading water,M,20,"FATAL, lower abdomen severely bitten & his left leg was severed",Y,16h15,
Nov,1950,Provoked,Australia,Goulburn Island,Diving ,M,17,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",N,,
Nov,1950,Unprovoked,Australia,"Burleigh Heads, Brisbane",Body surfing,M,21,Part of buttocks & fingers severed,N,17h15,White shark
Nov,1950,,Australia,Yeppoon,Paddling a canoe,M,18,"No injury to occupants, shark holed canoet",N,,
Oct,1950,Unprovoked,USA,"Imperial Beach, San Diego County",Body surfing / treading water,M,31,Right leg lacerated,N,12h00,White shark
Oct,1950,Unprovoked,Australia,"Peterson's Beach, Sarina",Fishing,M,25,Lacerations to right thumb and knee,N,Night,
Aug,1950,Provoked,El Salvador,50 miles off Port La Libertad,Jerked overboard while pole fishing for tuna,M,27,Left thigh bitten by hooked shark PROVOKED INCIDENT,N,08h30,
Jul,1950,Unprovoked,Japan,Ariakeno Bay,Swimming,M,19,FATAL,Y,P.M.,
Jul,1950,Unprovoked,USA,Near Port Arthur,Swimming,M,11,Laceration to leg,N,,Hammerhead shark
Jun,1950,Unprovoked,USA,"Beach 103rd Street, Rockaway ",Swimming ,M,16,"Gashes & lacerations on legs, foot lacerated.",N,,Sand shark
Jun,1950,Unprovoked,USA,275 miles northeast of Miami,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,M,25,"FATAL, bitten five times. Other survivors fought off sharks for 10 hours. One survivor's arm severed by a shark.",Y,09h00,
May,1950,Unprovoked,South Africa,Port Edward,Treading water,M,27,Left foot bitten,N,10h30,
Mar,1950,Unprovoked,South Africa,"Off bank of Ntshala River, Morgan Bay",Wading,M,,"Ankle & foot lacerated, defense wounds on hand",N,Midday,
Mar,1950,Unprovoked,South Africa,"North Beach, Durban",Lifesaving drill,M,20,FATAL,Y,18h50,
Feb,1950,Unprovoked,South Africa,"South Beach, Durban",Body surfing,M,14,"FATAL, body not recovered ",Y,14h30,White shark
Nov,1949,Unprovoked,Australia,"Kurnell, Botany Bay ",Free diving or wading back to shore,M,36,Left arm bitten ,N,Afternoon,
Aug,1949,Unprovoked,Australia,Yorkeys Knob Beach near Cairns,Swimming,M,21,Abdomen & chest abraded,N,13h20,
Aug,1949,Unprovoked,Australia,Yorkeys Knob Beach near Cairns,Swimming,M,34,"FATAL, right leg, thigh & fingers lacerated ",Y,13h20,
Aug,1949,Unprovoked,Australia,Flinders Island,Swimming near shore,M,18,Hip lacerated,N,16h00,
Jul,1949,Unprovoked,USA,"Oketee River, Jasper County",Floating on his back,M,16,"Abdomen abraded, thigh lacerated",N,15h00,
Jul,1949,Provoked,USA,"10 miles off Redondo Beach, Los Angeles County",Fishing,M,16,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,N,,Bonita shark
May,1949,Unprovoked,Australia,Broome,Bathing,F,22,"Left arm severed above elbow, recovered 5 days afterwards from sharks gut",N,,Whaler shark
Apr,1949,Unprovoked,Australia,"Ellis Beach, 20 miles from Cairns",Bathing in water 0.9 m deep,M,13,"FATAL, left leg severed",Y,13h30,
Jan,1949,Unprovoked,Australia,"Bar Beach, Newcastle ",Lifesaving exhibition,M,20,FATAL,Y,15h00,White shark
Jan,1949,,Australia,Off North Bondi,Surfing,M,32,"No injury, chased by 3 sharks",,Afternoon,
Dec,1948,Unprovoked,Australia,Lancelin Island,Swimming,M,17,"FATAL, disappeared while swimming  ",Y,,Tiger shark
Dec,1948,Unprovoked,Australia,"Kings Beach, Caloundra","Treading water, waiting for a wave",M,28,"FATAL, left hand severed, left leg arm bitten, tissue removed hip to knee  ",Y,11h30,
Sep,1948,Unprovoked,Greece,Keratsini ,Swimming,M,17,FATAL,Y,16h00,
Feb,1948,Unprovoked,Australia,"Stockton Beach, Newcastle",Swimming,M,16,"FATAL, right thigh & leg bitten ",Y,,
Dec,1947,Unprovoked,Australia,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Fishing,M,9,Leg gashed,N,P.M.,Nurse shark
Nov,1947,Unprovoked,Australia,"Knobby's Beach, Newcastle",Fishing from surf ski,M,17,"No injury, ski bumped",N,Dusk,
Nov,1947,Unprovoked,Australia,"Knobby's Beach, Newcastle",Fishing from surf ski,M,16,"No injury, ski bumped",N,Dusk,
Nov,1947,Unprovoked,Australia,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,12,"FATAL, leg severed at knee  ",Y,16h00,
